method,fairness,alpha,lambda,n_seeds,source,test_regret_normalized_mean,test_regret_normalized_std,test_fairness_mean,test_fairness_std,test_pred_mse_mean,test_pred_mse_std
fdfl-scal,dp,2.0,0.0,5,main_per_cell,0.13065094296849578,0.0019382704250540787,1.7321089996857617,0.13744993113936516,120.20182930480372,1.166226591311554
fdfl-scal,dp,2.0,0.5,5,main_per_cell,0.13068872601248013,0.0019363569477522324,1.7158661762242056,0.13685133135314784,120.17877085844273,1.1791735309286846
fdfl-scal,dp,2.0,1.0,5,main_per_cell,0.13072862120244716,0.0019377040882912154,1.7000443689801101,0.1369774537853734,120.16206544264575,1.1884472370419616
fdfl-scal,dp,2.0,2.0,5,main_per_cell,0.1308151589663371,0.001939668776002862,1.6685023457937678,0.1370967241857011,120.13601893348158,1.209851996848188
fdfl-scal,mad,0.5,0.0,5,main_per_cell,0.07494470426710352,0.0012891773565234727,119.68640109308299,5.6047658982913875,396.1254465416897,5.579557705504843
fdfl-scal,mad,0.5,0.5,5,main_per_cell,0.06527006505040449,0.0035881155550602163,112.17211600958755,6.971835099536003,382.5401012694278,10.70496335718447
fdfl-scal,mad,0.5,1.0,5,main_per_cell,0.07309201377423083,0.006452511969737776,46.20785885038341,13.070126600628909,270.3729718467458,27.339800116577354
fdfl-scal,mad,0.5,2.0,5,main_per_cell,0.07462362470037674,0.00325095796129786,30.00933638185258,2.1004266399799465,243.65939462753613,10.27877907487391
fdfl-scal,mad,2.0,0.0,5,main_per_cell,0.13065094296849578,0.0019382704250540787,22.875702687861107,1.1805962817205222,120.20182930480372,1.166226591311554
fdfl-scal,mad,2.0,0.5,5,main_per_cell,0.13098929490996278,0.0019191034281413881,22.298197497158494,1.1058251139014112,120.19099100960601,1.2015859598582044
fdfl-scal,mad,2.0,1.0,5,main_per_cell,0.13146451624573097,0.0018916602376036014,21.868049693363936,1.1001688981056124,120.4408461288112,1.2409158514754566
