canon,imb,lambda,n,reg_m,reg_s,mse_m,mse_s,fair_m,fair_s,time_m,n_total,class
PCGrad,0.8,0.0,5,0.32279669409014816,0.013827820425740272,2.6143803469845923,0.03565069657654417,1.0858241600586314,0.028926137082941873,112.91330849779997,5,MOO
FPLG-kappa1,0.8,0.0,5,0.5646585038521759,0.019315690044626507,7.375643919679265,0.15481313979923,1.4487605600052667,0.04019892279491787,35.457473824999944,5,Prediction-anchor (with fair)
FPLG-kappa1,0.8,0.5,5,0.49011915458903266,0.02341197339576408,6.699694135781253,0.24101801965751676,1.4246925915398505,0.10250617767952652,45.01481750399989,5,Prediction-anchor (with fair)
FPLG-kappa1,0.8,1.0,5,0.44303545844719505,0.002254185084743698,5.738499143280083,0.3680954682090731,1.4057100418314115,0.17100975916310177,56.10708261300024,5,Prediction-anchor (with fair)
FDFL-Scal-mu0.01,0.8,0.0,5,0.5635607019893609,0.020794193562720643,7.62628576633449,0.11945810483159157,1.453128406989782,0.03300841143137407,60.955733224400134,5,Scalarized
FDFL-Scal-mu0.01,0.8,1.0,5,0.5635797910712012,0.020775186970599574,7.616701086683458,0.1210454837235571,1.4535256238135712,0.03328277495738815,57.11025335680006,5,Scalarized
FDFL-Scal-mu0.01,0.8,5.0,5,0.5635486896813869,0.020709536815480246,7.576948990905703,0.12881106464237918,1.4551930052640478,0.034498930829328575,60.959075436400234,5,Scalarized
FDFL-Scal-mu0.1,0.8,0.0,5,0.5639806308416677,0.020088105883983663,7.512280976818329,0.1341327126024215,1.451189122078584,0.036224322805575665,57.91323449080005,5,Scalarized
FDFL-Scal-mu0.1,0.8,1.0,5,0.5639573501033299,0.020074607715523246,7.50260657431337,0.1361057192606347,1.4515862299038258,0.03646462195079943,60.471223726199966,5,Scalarized
FDFL-Scal-mu0.1,0.8,2.0,5,0.563938036319704,0.02007589809097015,7.492747199534627,0.1382040403899236,1.4520270680407006,0.03671492857020494,64.19406959179977,5,Scalarized
FDFL-Scal-mu0.1,0.8,5.0,5,0.5638367769292818,0.02003331062926221,7.462403712928295,0.14507070767779137,1.4534598370081766,0.03760232469728438,55.19438619959983,5,Scalarized
FDFL-Scal-mu0.5,0.8,0.0,5,0.5660071851724837,0.017907137282369347,7.1140276831317735,0.20123804211950058,1.441751949878372,0.052373087254214086,52.19482066559995,5,Scalarized
FDFL-Scal-mu0.5,0.8,1.0,5,0.5659561202489349,0.017903213801936962,7.1039735847265915,0.20391889202342442,1.4422568751745923,0.05244031582172049,49.754503517599915,5,Scalarized
FDFL-Scal-mu0.5,0.8,5.0,5,0.565787053352062,0.017899609327244718,7.067807051343008,0.2082281890853017,1.444076400101998,0.05212340455818333,52.75356645979991,5,Scalarized
FDFL-Scal-mu1,0.8,0.0,5,0.5690720115891847,0.01588391282496572,6.822669966166974,0.24779002139267461,1.431309246706623,0.06519327279955223,46.808193053800004,5,Scalarized
FDFL-Scal-mu1,0.8,1.0,5,0.5690852247264957,0.015898877708896225,6.815142120744341,0.24782964046041298,1.4316410767955907,0.0649146882096686,46.32547096899998,5,Scalarized
FDFL-Scal-mu1,0.8,2.0,5,0.5691015516720469,0.015904487453097024,6.807820720859906,0.24745135994764753,1.4319529264698576,0.06461007888429036,48.033153003799995,5,Scalarized
FDFL-Scal-mu1,0.8,5.0,5,0.5691338012944078,0.01598147766265987,6.787015623293614,0.24336645982808883,1.4328313595160282,0.06357396216899507,48.479582564000154,5,Scalarized
FDFL-Scal-mu2,0.8,0.0,5,0.5742537833285091,0.013770074941264516,6.581656864553722,0.2709043999227772,1.419623608800773,0.07525673913178868,55.81638052879989,5,Scalarized
FDFL-Scal-mu2,0.8,1.0,5,0.5743025909948274,0.01379399061826784,6.576604077425083,0.26888086007965895,1.4198715005895672,0.07483543050951474,52.57993176500004,5,Scalarized
FDFL-Scal-mu2,0.8,5.0,5,0.5744356898732308,0.014079759512825566,6.561497145190913,0.2555122501888027,1.4207329491135279,0.07323687454454857,44.48894146019993,5,Scalarized
