canon,imb,lambda,n,reg_m,reg_s,mse_m,mse_s,fair_m,fair_s,time_m,n_total,class
FPLG-kappa1,0.4,0.0,5,0.49337926814980726,0.019535660183543767,6.8839701197779535,0.1406251420402059,1.78110836777831,0.03952199678719936,29.295911569200143,5,Prediction-anchor (with fair)
FPLG-kappa1,0.4,0.5,5,0.41902325978436455,0.010634048755240032,6.068399651668107,0.23023993468541026,1.6768835587805504,0.10048253495957378,33.985913621599956,5,Prediction-anchor (with fair)
FPLG-kappa1,0.4,1.0,5,0.38871434188508375,0.00970622360503065,5.038021006134464,0.26767838754945017,1.5817503098499528,0.15619275581989767,49.35875626019988,5,Prediction-anchor (with fair)
FDFL-Scal-mu0.01,0.4,0.0,5,0.49270634116599676,0.02071198012237943,7.133987814406991,0.10545874241123783,1.8087062529326015,0.029460801347048236,35.505300830800294,5,Scalarized
FDFL-Scal-mu0.01,0.4,1.0,5,0.4927241874039682,0.02066092436831715,7.129499798451539,0.10564034145892376,1.8080968008686278,0.02931235662460809,34.75896659760001,5,Scalarized
FDFL-Scal-mu0.01,0.4,5.0,5,0.4928802723910445,0.020542530187964196,7.11513773991792,0.10491091492835396,1.8061624631453725,0.02928578305856445,34.24797634780025,5,Scalarized
FDFL-Scal-mu0.1,0.4,0.0,5,0.49287757517884384,0.020191078489613063,7.0189626593879435,0.12051621825585448,1.796082101745253,0.03400555060434013,31.990662627200074,5,Scalarized
FDFL-Scal-mu0.1,0.4,1.0,5,0.49291661635393236,0.020157966879527964,7.015582030384474,0.12042545066488353,1.795550613807547,0.033912747337456334,31.00913056479999,5,Scalarized
FDFL-Scal-mu0.1,0.4,2.0,5,0.4929663560593808,0.020139223184237356,7.01255770387004,0.12026773319940895,1.7950877467158493,0.03385803037164244,33.95072487020006,5,Scalarized
FDFL-Scal-mu0.1,0.4,5.0,5,0.49314162233555725,0.020126949520068087,7.006304671656783,0.11753706027860164,1.7938984243847031,0.033901104342176476,34.14532357160006,5,Scalarized
FDFL-Scal-mu0.5,0.4,0.0,5,0.4943978530864399,0.018277940523543836,6.62477564650838,0.1873268080642002,1.7488269376223662,0.055909135698124925,33.08269462039989,5,Scalarized
FDFL-Scal-mu0.5,0.4,1.0,5,0.4944674940688915,0.018319462363673364,6.624908617336071,0.18643357990371132,1.7486525604301424,0.05585228481616785,32.77213370960035,5,Scalarized
FDFL-Scal-mu0.5,0.4,5.0,5,0.4946882489295364,0.01854141129192115,6.627425327446181,0.18281175205697955,1.7482655316559197,0.05598110084805047,32.483275576600136,5,Scalarized
FDFL-Scal-mu1,0.4,0.0,5,0.49750473731504996,0.0165588403782842,6.344906702182959,0.23211343723299255,1.7101530055073855,0.07290642341079116,29.77690333699993,5,Scalarized
FDFL-Scal-mu1,0.4,1.0,5,0.49757327996167994,0.016637951518317554,6.346540073332212,0.23132034260726622,1.7101312415081609,0.07283016537149185,29.715550395600076,5,Scalarized
FDFL-Scal-mu1,0.4,2.0,5,0.49763392869444567,0.016731914121725217,6.34823687975808,0.23057937665161063,1.7101483656232759,0.07278903015146851,31.375900418999663,5,Scalarized
FDFL-Scal-mu1,0.4,5.0,5,0.49780020236525785,0.017047553585002373,6.353548264853698,0.22831862645695614,1.7103034328398696,0.07286211110784716,30.936738823800077,5,Scalarized
FDFL-Scal-mu2,0.4,0.0,5,0.5031560583437,0.014470595564607861,6.119296709255011,0.25494836137874155,1.6745208200629857,0.08540342385005531,31.068571238000004,5,Scalarized
FDFL-Scal-mu2,0.4,1.0,5,0.5032232510096737,0.014603966459978737,6.121767040764086,0.254504547675945,1.6746304521563093,0.08523119089691827,30.430773638199934,5,Scalarized
FDFL-Scal-mu2,0.4,5.0,5,0.5034087230959161,0.015179580835113086,6.130666829485475,0.2530512897537522,1.6751411721904965,0.0850850740430073,30.72328777579969,5,Scalarized
